"idLU"	"name"	"senseDescription"
25777	counter-offensive.n	FN: a large-scale assault in response to offensive moves made by an opponent.
25778	spokesman.n	FN: a male spokesperson
25779	representative.n	FN: One who acts on another' s behalf or on the behalfof a group of people.
25780	spokeswoman.n	FN: a female spokesperson
25781	spokesperson.n	FN: a person who advocates for and speaks on behalf of another or an organization
25782	reserve.v	COD: arrange for (a seat, ticket, etc.) to be kept for the use of a particular person.
25783	book.v	COD: reserve (accomodation, a ticket, etc.)
25784	hold.v	COD: reserve
25785	reservation.n	COD: the action of reserving. > an arrangement whereby something has been reserved.
25786	booking.n	FN: arrangement to receive a service at a particular time.
25787	book.n	FN: the records of the accounts of a business (usually plural); any other binded pages which contain recorded data
25788	log.n	FN: a book in which data is recorded
25789	record.n	FN: an entity in which events or data are recorded
25790	journal.n	FN: a book in which data is kept
25791	recording.n	FN: information that is stored on a medium
25792	share.n	COD: any of the equal parts into which a company' s capital is divided.
25793	common.a	"COD: (of a share) entitling its holder to dividends which vary in amount depending on the forturnes of the company.  Compare with PREFERRED.

FN: also entitles the stockholder to voting rights."
25794	preferred.a	COD: (of a share) entitles the holder to a fixed dividend whose payment takes priority over that of ordinary share dividends.
25795	stock.n	COD: the capital raised by a company through the issue and subscription of shares.
25796	ordinary.a	"FN: Synonymous with ""common"" as in ""common stock""."
25797	voting.a	"FN: Synonymous with ""common"" as in ""common stock""."
25798	control.n	FN: a subject or group of subjects in an experiment which are left untreated and are then compared with treated subjects in order to validate or invalidate a hypothesis
25799	control group.n	FN:  a group of subjects in an experiment which are left untreated and are then compared with treated subjects in order to validate or invalidate a hypothesis
25800	experiment.n	FN: a test under controlled conditions conducted in order to prove or disprove a hypothesis
25801	study.n	FN: an experiment conducted under controlled conditions in order to prove or disprove a hypothesis
25802	treatment.n	FN: the applying of a substance or a process in a scientific experiment to an individual or group of individuals
25803	test.v	FN: to conduct an experiment in order to prove a hypothesis right or wrong
25804	experiment.v	FN: to determine whether a  hypothesis is correct by conducting a test or experiment 
25805	subject.n	FN: an individual who is being studied in an experiment
25806	hypothesis.n	FN: a conjecture which explains a phenomenon and can be tested by experimentation
25807	fugitive.n	FN: a person on the run from law enforcement.
25808	on the lam.a	FN: evading capture or arrest.
25809	on the run.a	FN: evading capture from law enforcement.
25810	lamster.n	FN: a fugitive.
25811	on the loose.a	COD: having escaped from confinement. 
25812	violence.n	FN: an act that causes harm or injury upon another.
25813	brutality.n	FN: cruel act of harm.
25814	savagery.n	FN: an act of cruelty.
25815	barricade.v	FN: block off an area, especially by erecting barriers.
25816	blockade.v	FN: prevent access to an area.
25817	cordon off.v	FN: block off an area, typically by surrounding it.
25818	road-block.n	FN: a barrier to passage on a roadway, especially as erected by government or law enforcement.
25819	block off.v	FN: place barriers to entering or exiting an area or building.
25820	blockade.n	FN: an act of preventing access to an area.
25821	quarter.n	FN: a part of town characterized by the people who live or work there.
25822	enclave.n	FN: a region relatively separated from surrounding regions, characterized by the presence of certain types of people.
25823	belt.n	FN: an elongated region characterized by the entities or activities carried out in the region.
25824	compromise.v	FN: reach an agreement by conceding items of interest.
25825	compromise.n	FN: an agreement reached by both parties conceding some number of points.
25826	meet half-way.v	FN: come to an agreement by mutual concession.
25827	sacrifice.v	FN: give up for a greater purpose.
25828	compromise.v	FN: give up or devalue in favor of something else.
25829	develop.v	FN: to advance a product from one stage to the next
25830	development.n	FN: the advancement of a product from one stage to another
25831	develop.v	FN: to progress from one biological state to another
25832	development.n	FN:  the advancement of an organism from one stage to another
25833	grow.v	"FN: to develop from one biological stage to another (not specifically pertaining to the size of an entity, but usually entails it)
"
25834	growth.n	FN: the development from one biological stage to another (not specifically pertaining to the size of an entity, but usually entails it)
25835	order.v	FN: to request an object from someone, usually in exchange for money
25836	order.n	FN: a request for something to be served
25837	order [physical object].n	FN: a physical entity (usually a document) requested to be fulfilled 
25838	kingdom.n	FN: one of the highest taxonomic categories which currently contains six subdivisions: Bacteria, Protozoa, Chromista, Plantae, Fungi and Animalia
25839	phylum.n	FN: the taxonomic grouping ranking just below Kingdom; organisms are grouped into phyla based on evolutionary relatedness
25840	class.n	FN: the taxonomic group ranking just below Phylum
25841	order.n	FN: the taxonomic group ranking just below Class
25842	family.n	FN: the taxonomic rank between Order and Genus
25843	genus.n	FN: one of the lowest-ranking taxonomic class, situated between Family and Species
25844	species.n	FN: a formal taxonomic class, subdivision of a genus; members of a species can interbreed, while members of different species usually cannot
25845	domain.n	FN: the highest-ranked level of taxonomic classification
25846	variety.n	FN: a subdivision of a species with distinctive characteristics; in botany, used as a subdivsion of subspecies; in other fields, sometimes equivalent to subspecies
25847	teeter.v	FN: be likely to fall, usually due to slight motion in an unstable position.
25848	balanced.a	FN: be in a position that would lead to falling, if it were not for the preciseness of the placement
25849	instability.n	FN: lack of stability
25850	unstable.a	FN: not stable; unsteady
25851	unsteady.a	FN: not steady or firm; shaky
25852	stability.n	FN: the state or quality of being stable
25853	stable.a	FN: not likely to fall or give way; steady in balance or position
25854	steady.a	FN: firmly placed or fixed; stable
25855	chaos.n	FN: a state of disorder
25856	disorder.n	FN: a state of chaos or confusion
25857	order.n	FN: a state of non-confusion; the opposite of chaos
25858	disarray.n	FN: a state of disorder
25859	lawlessness.n	FN: the lack of order
25860	riot.n	FN: a noisy, violent public disorder caused by a mob of people
25861	patient.n	FN: a person under the care of a medical professional.
25862	doctor.n	FN: a person licensed to provide the widest range of treatment and most definitive medical advice.
25863	nurse.n	FN: a person licensed for administering limited forms of medical treatment and advice.
25864	surgeon.n	FN: a physician who specializes in physically intervening with the inside of a patient' s body.
25865	medical care.n	FN: supervision by a medical professional
25866	absence.n	FN: a missed responsibility or duty, usually referring to a work day or school period
25867	leave.n	FN: a temporary period of time in which someone is away
25868	sabbatical.n	FN: an extended period of time away, taken by an employee, which is sometimes paid partially or fully by the employer
25869	leave of absence.n	FN: a period of time in which an employee is temporarily away from work
25870	vacation.n	FN: a period of time spent away from work or school
25871	holiday.n	FN: a period of time spent away from work or school
25872	furlough.n	FN: a period of time spent away from work; a leave of absence
25873	time off.n	FN: a period of time spent away from everyday responsibilities
25874	PTO.n	paid time off; a period of time spent away from work with pay
25875	absent.v	FN: to remove oneself from an activity or location for a period of time
25876	dark.a	FN: having a relative lack of light
25877	dim.a	FN: having only a small amount of light
